Company,Company_norm,Best_HDP2_topic0,Best_HDP2_topic1,Best_HDP2_topic2,Best_HDP2_topic3,Best_HDP2_topic4,Best_HDP2_topic5,Best_HDP2_topic6,Best_HDP2_topic7,Best_HDP2_topic8,Best_HDP2_topic9,Best_HDP2_topic10,Best_HDP2_topic11,Best_HDP2_topic12,Best_HDP2_topic13,Best_HDP2_topic14,Best_HDP2_topic15,Best_HDP2_topic16,Best_HDP2_topic17,Best_HDP2_topic18,Best_HDP2_topic19,Best_HDP2_topic20,Best_HDP2_topic21,Best_HDP2_topic22,Best_HDP2_topic23,Best_HDP2_topic24,Best_HDP2_topic25,Best_HDP2_topic26,Best_HDP2_topic27,Best_HDP2_topic28,Best_HDP2_topic29,Best_HDP2_topic30,Best_HDP2_topic31,Best_HDP2_topic32,Best_HDP2_topic33,Best_HDP2_topic34,Best_HDP2_topic35,Best_HDP2_topic36,Best_HDP2_topic37,Best_HDP2_topic38,Best_HDP2_topic39,Best_HDP2_topic40,Best_HDP2_topic41,Best_HDP2_topic42,Best_HDP2_topic43,Best_HDP2_topic44,Best_HDP2_topic45,Best_HDP2_topic46,Best_HDP2_topic47,Best_HDP2_topic48,Best_HDP2_topic49,Best_HDP2_topic50,Best_HDP2_topic51,Best_HDP2_topic52,Best_HDP2_topic53,Best_HDP2_topic54,Best_HDP2_topic55,Best_HDP2_topic56,Best_HDP2_topic57,Best_HDP2_topic58,Best_HDP2_topic59,Best_HDP2_topic60,Best_HDP2_topic61,Best_HDP2_topic62,Best_HDP2_topic63,Best_HDP2_topic64,Best_HDP2_topic65,Best_HDP2_topic66,Best_HDP2_topic67,Best_HDP2_topic68,Best_HDP2_topic69,Best_HDP2_topic70,Best_HDP2_topic71,Best_HDP2_topic72,Best_HDP2_topic73,Best_HDP2_topic74,Best_HDP2_topic75,Best_HDP2_topic76,Best_HDP2_topic77,Best_HDP2_topic78,Best_HDP2_topic79,Best_HDP2_topic80,Best_HDP2_topic81,Best_HDP2_topic82,Best_HDP2_topic83,Best_HDP2_topic84,Best_HDP2_topic85,Best_HDP2_topic86,Best_HDP2_topic87,Best_HDP2_topic88,Best_HDP2_topic89,Best_HDP2_topic90,Best_HDP2_topic91,Best_HDP2_topic92,Best_HDP2_topic93,Best_HDP2_topic94,Best_HDP2_topic95,Best_HDP2_topic96,Best_HDP2_topic97,Best_HDP2_topic98,Best_HDP2_topic99
Muse Entertainment,muse entertainment,0.9616806694411731,0.009616320139842423,0.0037959263941752417,0.0022997894113789144,0.001312264828595391,0.0009237159121598162,0.0007226613429252079,0.0010079387125668349,0.0005695346487581859,0.0005444705545639445,0.000734979489454062,0.0004799082635036481,0.0008249129459645915,0.00035963079645109176,0.0007068736832249577,0.0005417823150334788,0.0005838007405184724,0.0006961032946223545,0.0005908386838868136,0.0003387918013452199,0.000270147161027626,0.0004215439077069701,0.0003686389884303403,0.0002896026231827536,0.00029330013652371977,0.00023994516548084944,0.00020724583242609873,0.0003989075762496439,0.00024256593850572673,0.0003207733889675755,0.0004518505863265617,0.00018036800231299973,0.00010351007626720994,0.00030560852512852483,0.00014551876262236795,0.0002318372025808298,0.00040269052941401266,0.00016556993581992894,0.0001939806955143555,0.00013988317143246514,0.00043313021387817515,0.00013921844420506326,0.0001900720302603813,0.00023334518044690108,0.0001323524833661511,0.0002507578813119884,0.00014374112893790275,0.00015136834326937444,0.00011941871928187842,0.0001436651345740425,6.865966724064241e-05,0.00014837312330710057,0.00015574951285215406,9.462843094434842e-05,0.0001392521690288415,0.000197818008441683,0.000280618767928995,0.00025255539867421675,0.000304689072760877,9.438339340080322e-05,5.5613239485629906e-05,9.756482365175742e-05,6.41166036897349e-05,0.00014232137765154596,0.0001241970378749646,0.0001442401480707089,6.981403403619496e-05,8.316312544122943e-05,9.894972744459133e-05,8.245551068903289e-05,6.45015695722857e-05,8.947778083160362e-05,0.00010046877242779196,9.172853968320138e-05,7.150803120621306e-05,6.357107018252433e-05,5.686293391342236e-05,6.455534675702944e-05,3.507794483723538e-05,4.2951267867521034e-05,6.272834839489472e-05,4.474822488808846e-05,0.00012267569948282256,8.131499213452363e-05,9.618996465338564e-05,3.552968381524055e-05,7.833507647407119e-05,4.258554787880093e-05,4.8096251257836424e-05,6.526392248631015e-05,8.161302358074232e-05,4.248812394024801e-05,2.171531981297938e-05,2.4475648985651344e-05,2.2737223005046408e-05,3.4381675698935235e-05,3.237568225499377e-05,1.4940137654467617e-05,1.4640560205874552e-05,1.1827297904698494e-05
Olestra,olestra,0.7604104861318433,0.0025024465561775135,0.0009878434605868926,0.0005984920925255106,0.0003415008867019635,0.00024038577899015883,0.00018806378409024825,0.0002623037336535521,0.0001482144330322372,0.0001416918087835353,0.00019126943120542015,0.0001248902614402288,0.0002146735143396088,9.358952034463797e-05,0.00018395523856719619,0.00014099222729410077,0.00015192700909138842,0.00018115237653983343,0.22977121812858733,8.81664265059877e-05,7.030249765186493e-05,0.00010970165101493188,9.593379223355819e-05,7.53655439458696e-05,7.632777661188097e-05,6.244279735765468e-05,5.393319549267682e-05,0.00010381082235298353,6.312482151340239e-05,8.347735485684999e-05,0.00011758859379968976,4.693856863365115e-05,2.6937232529257334e-05,7.9530884346554e-05,3.7869479837010504e-05,6.033279908644669e-05,0.00010479528968902174,4.308755265064453e-05,5.048110570190487e-05,3.6402886092742e-05,0.00011271684561959268,3.6229898954303136e-05,4.94639233306589e-05,6.072523189967806e-05,3.444311654311927e-05,6.525667452903533e-05,3.7406872392043825e-05,3.939176172269175e-05,3.1077262481556985e-05,3.7387095787446103e-05,1.7867839427227866e-05,3.861229232696101e-05,4.0531907571843527e-05,2.4625892861351974e-05,3.6238675427598136e-05,5.1479719502015563e-05,7.302760539238071e-05,6.572445645817551e-05,7.92916081029256e-05,2.45621248348283e-05,1.447266602202522e-05,2.5390053182831215e-05,1.6685562651099584e-05,3.7037399468117294e-05,3.2320761507763486e-05,3.753673602369885e-05,1.816824928023174e-05,2.164218720201873e-05,2.5750457472379933e-05,2.1458039109307014e-05,1.6785745318024992e-05,2.3285499106779853e-05,2.6145770367611944e-05,2.3871231595240777e-05,1.8609091344292093e-05,1.654359422187829e-05,1.4797883726483877e-05,1.679974017323572e-05,9.128606516430505e-06,1.1177542628672039e-05,1.63242861741067e-05,1.1645178735741937e-05,3.1924851780878294e-05,2.116123309181903e-05,2.503226292830104e-05,9.246166065528325e-06,2.0385746453629667e-05,1.1082368470444974e-05,1.2516461687975211e-05,1.698413834849114e-05,2.1238792133965795e-05,1.10570150808876e-05,5.651146635612285e-06,6.369488573546995e-06,5.9170844544197855e-06,8.947410981100019e-06,8.425375699122989e-06,3.887988266751909e-06,3.810026896378256e-06,3.0779097585554213e-06
P&G London Plant,p&g london plant,0.9448995655209873,0.013826762562654743,0.005458375909882693,0.003306996452858546,0.0018869793520677192,0.00132826302697426,0.0010391553617245107,0.001449371725369747,0.0008189658817909221,0.0007829248120371611,0.0010568683169521322,0.0006900870650380539,0.0011861886887227404,0.0005171333350427818,0.0010164533985059041,0.0007790592413254697,0.0008394798969498732,0.001000966051391213,0.0008496001512824509,0.00048716777273725975,0.00038845978629517775,0.0006061616775056093,0.0005300867205895838,0.00041643588881021357,0.00042175275105963187,0.00034503063941404886,0.00029801043056889903,0.0005736116242421566,0.00034879919624544156,0.0004612580848657579,0.0006497413540607859,0.00025936128799751066,0.00014884295638422786,0.000439451674819825,0.00020924960756645898,0.000333371743857087,0.0005790513452157376,0.0002380823164709794,0.00027893574464471455,0.0002011458742495919,0.0006228222783503338,0.00020019002560872938,0.0002733152551919199,0.0003355401499856711,0.0001903170746213891,0.00036057885122962733,0.00020669344818076828,0.00021766104835084014,0.0001717188883104287,0.00020658417161375757,9.87295944993124e-05,0.00021335405322260714,0.00022396097833483674,0.00013607153938712113,0.0002002385204283229,0.00028445363257671073,0.00040351749840882424,0.0003631636024731235,0.00043812954258313434,0.0001357191861310744,7.99694027640035e-05,0.0001402939434992346,9.219686807939466e-05,0.00020465190800987581,0.0001785899011778588,0.00020741101583889097,0.00010038952339510684,0.00011958493220380497,0.00014228537450060877,0.0001185674131805735,9.275043215868299e-05,0.00012866513010091187,0.00014446969465893364,0.00013190162275612892,0.00010282541713593565,9.141241478800434e-05,8.176640862002612e-05,9.282776139513933e-05,5.044054841558381e-05,6.176204211606694e-05,9.020061776491657e-05,6.434598761279514e-05,0.00017640228319791746,0.000116927397448907,0.0001383169564723789,5.109012928176639e-05,0.00011264240923643183,6.123615278922127e-05,6.916030290360034e-05,9.384666226133123e-05,0.00011735595361609735,6.1096061432324e-05,3.122567885515839e-05,3.519491131513172e-05,3.2695130890466364e-05,4.9439343888247175e-05,4.6554813169586986e-05,2.1483263634525225e-05,2.105248438362865e-05,1.7007136403105643e-05
People's Choice Awards,people's choice awards,0.7395623963902639,0.0010781581878271664,0.0004256104152911178,0.00025785914288095656,0.00014713498647319465,0.00010356974086258505,8.10269120980803e-05,0.00011301304859177673,6.385789744189572e-05,6.10476375919995e-05,8.240805886312599e-05,5.380872391022155e-05,9.249166212583626e-05,4.0322861070515364e-05,7.925675332690749e-05,6.0746224280956834e-05,6.545745354706229e-05,7.804914572604593e-05,6.624656842672297e-05,3.79863317387803e-05,3.0289693069132142e-05,4.726474093244665e-05,4.1332886010704735e-05,3.2471096623236736e-05,3.2885672677972455e-05,2.6903356630476743e-05,2.32370113761861e-05,4.472668897052566e-05,2.7197205398775574e-05,3.5966054426089646e-05,5.066281474466185e-05,2.0223390128444055e-05,1.1605853741974453e-05,3.4265725355916476e-05,1.6315991028240634e-05,2.5994268018465046e-05,4.515084478918301e-05,1.856418745392146e-05,2.1749685268266615e-05,1.5684111993288257e-05,4.856383160730629e-05,0.05557061291259668,2.13114342409284e-05,2.6163346925474815e-05,1.4839749130986319e-05,2.8115710084509348e-05,1.6116677518940808e-05,1.697186318957289e-05,1.3389577517666563e-05,1.610815680768271e-05,7.698323532391783e-06,1.6636030330968332e-05,1.746309278991891e-05,1.0610017584544476e-05,1.5613362150650855e-05,0.2006083562023198,3.146380038818199e-05,2.8317253010154843e-05,3.416263365618585e-05,1.0582543255530004e-05,6.235519737435285e-06,1.0939254558568279e-05,7.188941904885144e-06,1.5957490835154578e-05,1.392533663140497e-05,1.617262900964249e-05,7.827754527681452e-06,9.324493859948339e-06,1.1094534039039762e-05,9.245154015791948e-06,7.232105410213852e-06,1.0032511567349733e-05,1.1264853823724255e-05,1.0284873259873894e-05,8.017690465355733e-06,7.127775085920701e-06,6.3756391468121885e-06,7.238135066101457e-06,3.93304219290742e-06,4.815822293628501e-06,7.033286644165946e-06,5.017302392121351e-06,1.3754759702974629e-05,9.117275725957902e-06,1.0785101329951682e-05,3.983692493799313e-06,8.783158830619608e-06,4.774816694437897e-06,5.39269294126229e-06,7.317582657830745e-06,9.150691886973899e-06,4.763893236330365e-06,2.4347854315075554e-06,2.7442816449489954e-06,2.549364218552115e-06,3.854974452301166e-06,3.6300565761163986e-06,1.675132110376428e-06,1.6415426070338787e-06,1.326111375769268e-06
"Port Ivory, Staten Island","port ivory, staten island",0.8250822971916447,0.1723439690566201,0.00034037209816610423,0.00020621689305502748,0.00011766780666064369,8.282750782684747e-05,6.479940125459456e-05,9.037957504586967e-05,5.106887838207753e-05,4.882143798322989e-05,6.590394147588978e-05,4.303228398282689e-05,7.396807025722072e-05,3.224727669590535e-05,6.338375766745255e-05,4.8580389650274935e-05,5.2348086427948255e-05,6.241800138401423e-05,5.297916282465467e-05,3.0378691335933107e-05,2.422348234978225e-05,3.7798884760272546e-05,3.3055020810567585e-05,2.596800945245054e-05,2.62995570756507e-05,2.1515338006260056e-05,1.858326308054798e-05,3.576913633191765e-05,2.175033677089415e-05,2.8763021222870794e-05,4.05164157971696e-05,1.617318910135662e-05,9.281513438621563e-06,2.7403222326059406e-05,1.3048336930642809e-05,2.07883153884609e-05,3.610834515002464e-05,1.4846280089460146e-05,1.7393808382498434e-05,1.2543006268643965e-05,3.8837802518910986e-05,1.2483401687943808e-05,1.7043327246843748e-05,2.0923532338673098e-05,1.1867746574031e-05,2.2484889676144235e-05,1.2888940555658815e-05,1.3572855541230391e-05,1.0708005324780604e-05,1.2882126313655866e-05,6.156556416210285e-06,1.3304280970193395e-05,1.3965705066859912e-05,8.48511647521479e-06,1.248642571629352e-05,1.7737891517083745e-05,2.5162447556687495e-05,2.264606897535187e-05,2.7320777120585245e-05,8.46314451523371e-06,4.986712871495274e-06,8.748416139921159e-06,5.7491902261650984e-06,1.2761634682462438e-05,1.1136466300128123e-05,1.2933686467885883e-05,6.260065864878458e-06,7.457048571657355e-06,8.872597317521719e-06,7.393598364018394e-06,5.7837092424885166e-06,8.023269378168234e-06,9.008806630990398e-06,8.225089812289763e-06,6.4119627435738375e-06,5.700273475632309e-06,5.098770132430754e-06,5.788531320501499e-06,3.1453596417565635e-06,3.8513426353692755e-06,5.6247085269918336e-06,4.01247169001287e-06,1.1000051341888638e-05,7.291330655671355e-06,8.625135656225486e-06,3.1858660498890477e-06,7.024128386618349e-06,3.8185493546328616e-06,4.312681610286294e-06,5.85206769677295e-06,7.318054458541229e-06,3.809813571339764e-06,1.947163406080697e-06,2.1946758535165985e-06,2.03879514428612e-06,3.0829267695466397e-06,2.903053893599127e-06,1.3396482102556848e-06,1.3127857808643027e-06,1.0605269400213405e-06
Procter & Gamble Philippines,procter & gamble philippines,0.8583582552590994,0.0018626543482137075,0.0007352974431313312,0.0004454852645445577,0.0002541948586365668,0.00017893022093957886,0.00013998454725301776,0.0001952447653645433,0.00011032283756676939,0.0001054677475409411,0.00014237065823255086,9.296158103269808e-05,0.0001597913966126698,6.966299596941152e-05,0.00013692636735041164,0.00010494701677643575,0.00011308627913685543,0.0001348400678865831,0.00011444957790142156,6.562633713375932e-05,5.2329391074200773e-05,8.165599785477296e-05,7.140794564484183e-05,5.609804991841076e-05,5.681428406607115e-05,4.647905368706488e-05,4.014496458992791e-05,7.727118242006802e-05,4.698671571843264e-05,6.213604486394882e-05,8.752661308393891e-05,3.493854125435025e-05,2.005062440968335e-05,5.9198504867592785e-05,2.8188000232661928e-05,4.490848466906639e-05,7.800396685800402e-05,3.20720524646393e-05,3.757541496198849e-05,2.7096346875325385e-05,8.390034624781942e-05,2.69675845707057e-05,3.6818279214659876e-05,4.5200590509396915e-05,2.5637600022754666e-05,4.8573552230560614e-05,2.7843660177755562e-05,2.9321104841767842e-05,2.313223962491527e-05,2.7828939538935037e-05,1.3299856879460771e-05,2.8740909824493332e-05,3.0169767976288888e-05,1.8330187705057615e-05,2.697411730451525e-05,3.8318729265512386e-05,5.435781443661027e-05,4.8921743892663975e-05,0.13427813729020902,1.8282722222187978e-05,1.077267274205819e-05,1.8898987472373044e-05,1.2419833753080125e-05,2.7568644441853506e-05,2.40578332953561e-05,2.7940323667591206e-05,1.3523465786760608e-05,1.6109277986163532e-05,1.9167253005498294e-05,1.5972208068579685e-05,1.2494404332099334e-05,1.7332470819894288e-05,1.9461502623679845e-05,1.7768458522711322e-05,1.3851604864925496e-05,1.2314160104190726e-05,1.1014747277235383e-05,1.2504821348219808e-05,6.794842805248719e-06,8.319960442384269e-06,1.215091901061836e-05,8.668043562395985e-06,2.3763139427851588e-05,1.5751281662248902e-05,1.8632667686061005e-05,6.882347799021631e-06,1.5174051195081398e-05,8.249117927361763e-06,9.31657964385183e-06,1.2642077413773742e-05,1.5809012434033665e-05,8.230246230316599e-06,4.206409049320093e-06,4.741104080801489e-06,4.404358831854291e-06,6.659970612283942e-06,6.271395677714998e-06,2.8940089655174227e-06,2.8359787222796095e-06,2.291030174263985e-06
Procter and Gamble Baltimore Plant,procter and gamble baltimore plant,0.9205391356421254,0.0007969528849957885,0.00031459718118008993,0.00019060097351359965,0.00010875732908430576,7.65553364306084e-05,5.989242093240327e-05,8.353551803775575e-05,4.720165157989366e-05,4.512440018895235e-05,6.0913319067104664e-05,3.977363395467239e-05,6.836678601392055e-05,2.980532894442291e-05,5.8583977953459e-05,4.490160541086991e-05,4.838399069507144e-05,5.769135424512342e-05,4.896727838693672e-05,2.807824352757041e-05,2.2389142079286282e-05,3.4936537576064845e-05,3.055190606680939e-05,2.400156363778929e-05,2.430800458359099e-05,1.988607387452509e-05,1.7176032388707482e-05,3.306049327774973e-05,2.0103277192110716e-05,2.6584921172333825e-05,3.7448281660230564e-05,1.4948462959896962e-05,8.578664293078868e-06,2.5328094005192823e-05,1.2060242421799699e-05,1.9214105556769725e-05,3.337401526907533e-05,1.372203506795918e-05,1.6076649985840653e-05,1.159317828027202e-05,3.5896782555336324e-05,1.1538087298446936e-05,1.5752709281156924e-05,1.9339083108143792e-05,1.09690531018688e-05,2.078220556099342e-05,1.1912916449633194e-05,1.2545041490988064e-05,9.897134075952631e-06,1.190661822090771e-05,5.690346843252812e-06,1.2296804918599259e-05,1.2908142209460056e-05,7.842575050923035e-06,1.1540882330118925e-05,1.639467718259447e-05,2.3257003484238117e-05,2.093117944419036e-05,2.5251892020999847e-05,7.822266933094502e-06,4.609090525314871e-06,8.085936162980168e-06,5.313828745007487e-06,1.1795250903393229e-05,0.07629536867267096,1.1954273946125771e-05,5.7860179659805965e-06,6.892358313810986e-06,8.200713633400187e-06,6.833712917856937e-06,5.345733784495303e-06,7.415701650750073e-06,8.326608400623849e-06,7.602239090280967e-06,5.926412346499611e-06,5.268616249878955e-06,4.712662171202634e-06,5.3501907072527795e-06,2.9071750664443068e-06,3.559697000380736e-06,5.198773510222623e-06,3.708624443818651e-06,1.0167064702619123e-05,6.739189503789452e-06,7.971991180784395e-06,2.944614098277312e-06,6.492221314849879e-06,3.5293870139365248e-06,3.986100756330477e-06,5.408915746658903e-06,6.763889627855545e-06,3.52131275398914e-06,1.799713085047808e-06,2.028482477987056e-06,1.8844059453074986e-06,2.8494699674770447e-06,2.6832180918116575e-06,1.2382024055243125e-06,1.213374152527738e-06,9.802177901668196e-07
Procter and Gamble Chemicals,procter and gamble chemicals,0.9841737856562233,0.0039719312147494645,0.0015677096428888919,0.0009498082055382018,0.0005419626231306823,0.00038149273521072193,0.00029845761961486345,0.0004162765752111107,0.00023521661594419594,0.00022486519758724337,0.00030354498830707446,0.00019820110673005148,0.0003406873173061883,0.00014852676499135635,0.0002919373492564781,0.00022375496029688314,0.00024110848193324607,0.00028748920134303327,0.00024401513778977323,0.0001399203037002506,0.00011157021115817876,0.00017409675014315944,0.00015224712939368814,0.00011960527624111538,0.00012113234149933439,9.909685031391044e-05,8.559209431435704e-05,0.00016474799270690366,0.00010017922407890187,0.00013247873716273163,0.000186613344877039,7.449160682529752e-05,4.274944449610856e-05,0.00012621568018937005,6.009894389226688e-05,9.574827863402756e-05,0.00016631034443306882,6.838003638685844e-05,8.011362057931752e-05,5.777145654549321e-05,0.0001788818703019179,5.749692559413431e-05,7.849935002369268e-05,9.637107033133592e-05,5.4661298161710996e-05,0.00010356247928400422,5.936478490727798e-05,6.251480843620918e-05,4.9319680709714886e-05,5.933339939432102e-05,2.83562986297879e-05,6.127778887107699e-05,6.432422228905556e-05,3.9081343597567655e-05,5.751085387565279e-05,8.169842277362285e-05,0.00011589496285539058,0.00010430485018622444,0.0001258359482891045,3.8980143605789006e-05,2.296815131796841e-05,4.0294067629768225e-05,2.6480022907505022e-05,5.8778430602430325e-05,5.129311627122041e-05,5.9570878762965255e-05,2.8833049696295005e-05,3.4346196461058596e-05,4.086602999284647e-05,3.4053953051870456e-05,2.663901300994217e-05,3.695413589901231e-05,4.149339238632776e-05,3.788369458615033e-05,2.9532666976155845e-05,2.625471871270314e-05,2.348427249674232e-05,2.6661222874500913e-05,1.4487117679112222e-05,1.7738783584702443e-05,2.5906676381124394e-05,1.8480923066991423e-05,5.066480670465431e-05,3.3582921279882275e-05,3.9726253745744555e-05,1.4673684929986505e-05,3.235222235931785e-05,1.7587741996069583e-05,1.9863650938774355e-05,2.6953863165210183e-05,3.3706007642366746e-05,1.754750611369028e-05,8.968381557982509e-06,1.010839171944261e-05,9.390425433951561e-06,1.4199559984677944e-05,1.337108889776697e-05,6.170245530252862e-06,6.04652067202887e-06,4.884649239467495e-06
Procter & Gamble Co. v OHIM,procter & gamble co. v ohim,0.42088978773243185,0.0022104260725788537,0.0008725758455847992,0.000528656375778109,0.00030165247518483345,0.00021233609649423739,0.0001661193518743602,0.0002316965301934086,0.0001309198667507707,0.00012515834218103014,0.0001689509444836779,0.0001103173021123209,0.000189624096096959,8.266892287152311e-05,0.00016249021656403276,0.00012454039213727057,0.00013419923673534204,0.0001600144096157087,0.00013581706035677006,7.787862878067304e-05,6.209917237160447e-05,9.690099161996329e-05,8.473965078273982e-05,6.657143146677572e-05,0.15594048077677042,5.515658996469954e-05,4.763994047603135e-05,9.169754086489309e-05,5.5759031371818615e-05,7.373670668219292e-05,0.00010386763769704858,4.146148944652988e-05,2.3794031534012905e-05,7.025073448114946e-05,3.345063738228555e-05,5.329279919304896e-05,9.25671345327822e-05,3.805983355488905e-05,4.459066162933995e-05,3.215517476336918e-05,9.956435488219009e-05,3.200237282194768e-05,4.369217031658237e-05,5.363944054616e-05,3.042408310751796e-05,5.764212674268703e-05,3.30420098025425e-05,3.47952901097777e-05,2.745097747787641e-05,3.302454085309037e-05,1.5782910672593147e-05,3.410677396909135e-05,3.580239676999701e-05,2.1752393110903843e-05,3.201012520267617e-05,0.4144741913248734,6.450629787868798e-05,5.8055325016151605e-05,7.003937845264688e-05,2.169606592761513e-05,1.2783906859595992e-05,2.2427386533727437e-05,1.4738589179560283e-05,3.271564923846735e-05,2.854937743451396e-05,3.315672015162401e-05,1.6048266867136844e-05,1.9116844471329274e-05,2.27457366471328e-05,1.895418390402148e-05,1.4827081920356712e-05,2.056840469525488e-05,2.3094922016666815e-05,2.1085790335587376e-05,1.643766878369893e-05,1.4613186494705528e-05,1.3071176173802782e-05,1.4839443770291977e-05,8.0634248925768e-06,9.873278611324683e-06,1.4419468650874601e-05,1.0286348078129743e-05,2.81996648752933e-05,1.869201102743056e-05,2.211134543375152e-05,8.167266874685384e-06,1.8007012911783675e-05,9.78920995580789e-06,1.1055964408165482e-05,1.5002325238983177e-05,1.876052000631633e-05,9.766814954763627e-06,4.991736293067402e-06,5.626257701488182e-06,5.226642861138919e-06,7.903372360202021e-06,7.442251346833716e-06,3.4343140232571486e-06,3.3654496622619805e-06,2.718760428502448e-06
Procter & Gamble on Tyneside,procter & gamble on tyneside,0.995444277840059,0.0011432338964799855,0.00045129601669490176,0.00027342094993472,0.00015601458734664905,0.00010982017784885821,8.59168886881859e-05,0.00011983338948445835,6.77117234794257e-05,6.473186436278867e-05,8.73813877021782e-05,5.705608202188126e-05,9.807353672606569e-05,4.2756346952863e-05,8.403990078175829e-05,6.441226074932944e-05,6.940781284380567e-05,8.27594140257452e-05,7.02445508302654e-05,4.027880800545296e-05,3.211767695984553e-05,5.011716947393301e-05,4.382732692867029e-05,3.4430728284264175e-05,3.487032401641302e-05,2.85269750149346e-05,2.4639365713915578e-05,4.742594599952439e-05,2.8838557565267147e-05,3.813660689597958e-05,5.3720317143252246e-05,2.1443872332936298e-05,1.2306267365509161e-05,3.6333662915114044e-05,1.7300661579129862e-05,2.7563022877756252e-05,4.7875699634636614e-05,1.9684536726939836e-05,2.3062279430503096e-05,1.6630648625351165e-05,5.1494660310220475e-05,1.6551619498134372e-05,2.2597579940440798e-05,2.7742305701906016e-05,1.573532843883066e-05,2.9812494036500828e-05,1.7089319493529508e-05,1.799611564518946e-05,1.419763892488814e-05,1.7080284557089872e-05,8.162917589868484e-06,1.7640015263434363e-05,1.851699096673921e-05,1.1250332465928935e-05,1.655562902757572e-05,2.3518495873885008e-05,3.336264169102871e-05,3.0026200083790587e-05,3.622434962819388e-05,1.1221200060329404e-05,6.611833541746266e-06,1.15994389012698e-05,7.622794765771231e-06,1.6920525888573323e-05,1.4765731117307188e-05,1.7148647658383374e-05,8.300159749629463e-06,9.887227345762754e-06,1.1764089503073294e-05,9.803099339617445e-06,7.668563189948983e-06,1.0637973943170252e-05,1.1944688091902893e-05,1.0905565671453257e-05,8.5015583268737e-06,7.557936527436575e-06,6.760409161707168e-06,7.674956735751351e-06,4.170401407928901e-06,5.106457314366383e-06,7.457745705370733e-06,5.3200967428829365e-06,1.4584859866098918e-05,9.667503591133188e-06,1.1435982520654618e-05,4.224108456619115e-06,9.313222731079252e-06,5.062977026027282e-06,5.718142122991939e-06,7.759198992038831e-06,9.702936418474832e-06,5.0513943368933456e-06,2.5817248057686687e-06,2.9098991250303454e-06,2.703218426068781e-06,4.087622276821367e-06,3.8491306000219536e-06,1.7762263837847446e-06,1.7406097529019092e-06,1.4061422373123442e-06
Procter & Gamble Pakistan,procter & gamble pakistan,0.9873478352863391,0.0031806520628109083,0.0012525921267472447,0.0007588919833196617,0.00043302541245125877,0.0003048107783845241,0.0002384661382853036,0.00033260289175167596,0.0001879368941464156,0.0001796661628963861,0.00024253092030571445,0.00015836168829189064,0.00027220745453114466,0.00011867213886247082,0.00023325647503413005,0.0001787790888804699,0.00019264446546430112,0.0002297024272037888,0.00019496686888735608,0.00011179561953942478,8.914403806108018e-05,0.00013910242850637903,0.00012164469132463618,9.55640146851367e-05,9.678413215275925e-05,7.917788542671249e-05,6.838765324616205e-05,0.00013163281829348933,8.004269662587672e-05,0.00010584984527075231,0.00014910312480129038,5.951841952374538e-05,3.415659133107034e-05,0.00010084569422168325,4.8018754165190326e-05,7.650239348147876e-05,0.0001328811294716819,5.463530545484056e-05,6.401038026188312e-05,4.615910347103401e-05,0.00014292571546739807,4.593975462045071e-05,6.272058619985088e-05,7.700000091802174e-05,4.367410255132799e-05,8.274590053347175e-05,4.743216482542518e-05,4.9949017795777885e-05,3.940617704948076e-05,4.7407087958288705e-05,2.265654011124336e-05,4.8960645379415734e-05,5.139473037167059e-05,3.122579714580324e-05,4.5950883247392616e-05,6.527662925130327e-05,9.259949293473272e-05,8.333905115383881e-05,0.0001005422903415715,3.114493886091476e-05,1.835143748521563e-05,3.219475755344113e-05,2.1157405237660174e-05,4.696367068235583e-05,4.098294214636246e-05,4.7596832780471844e-05,2.303746181764863e-05,2.7442438378440766e-05,3.2651752607358036e-05,2.7208937363059227e-05,2.1284437530562248e-05,2.9526168884143014e-05,3.3153012007174876e-05,3.0268881604017293e-05,2.359645250859286e-05,2.0977388318195307e-05,1.8763815713482326e-05,2.1302183100737328e-05,1.1575134226027296e-05,1.417319894456487e-05,2.0699304244220257e-05,1.4766164661569784e-05,4.048092596001052e-05,2.6832585344234407e-05,3.1741077113442205e-05,1.1724200521952013e-05,2.5849263091119866e-05,1.4052517474250143e-05,1.5870957282743365e-05,2.1536001222459873e-05,2.6930930729335085e-05,1.4020369206419435e-05,7.165691797585846e-06,8.07655418789842e-06,7.5029027336617075e-06,1.1345377073187789e-05,1.0683432837917044e-05,4.92999517241435e-06,4.831139632426312e-06,3.902810196359448e-06
